https://en.wikipedia.org/wiki/%C3%85land_Islands,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Abkhazia,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Aceh_Sultanate,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Afghanistan,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Afghanistan,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Al_Rashid,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Albania,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Albania,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Alderney,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Algeria,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Algeria,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Alsace-Lorraine,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/American_Samoa,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/American_Samoa,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Andorra,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Andorra,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Angola,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Angola,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Anguilla,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Anguilla,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Anjouan,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Antarctic,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Antigua_and_Barbuda,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Antigua_and_Barbuda,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Argentina,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Argentina,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Armenia,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Armenia,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Aruba,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Aruba,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Asanteman,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Ascension_Island,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Australia,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Australia,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Austria,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Austria,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Austria-Hungary,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Azerbaijan,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Azerbaijan,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Baden,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Bahrain,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bahrain,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bangladesh,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bangladesh,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Barbados,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Barbados,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bavaria,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Belarus,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Belarus,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Belgium,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Belgium,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Belize,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Belize,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Benin,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Benin,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bermuda,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bermuda,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Bhutan,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bhutan,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Biafra,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Bolivia,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bolivia,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bonaire,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Bophuthatswana,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Botswana,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Botswana,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bougainville_Province,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Bouvet_Island,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Brazil,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Brazil,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/British_Antarctic_Territory,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/British_Indian_Ocean_Territory,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/British_Indian_Ocean_Territory,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/British_Virgin_Islands,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/British_Virgin_Islands,"wikipedia (dependent states)"
https://en.wikipedia.org/wiki/Brittany,"wikimedia (extinct states)"
https://en.wikipedia.org/wiki/Brunei,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Brunei,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Bulgaria,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Bulgaria,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Burkina_Faso,"wikidata (with ISO3)"
https://en.wikipedia.org/wiki/Burkina_Faso,"wikipedia (sovereign states)"
https://en.wikipedia.org/wiki/Burma,"wikidata (with ISO3)"
